,latitude,longitude,college,food_court,hospital,parking,restaurant,university,distance,charging_station,cs_idx,amenity_idx
183,51.5052551,-0.1168897999999999,0.0,0.0,0.0,0.0,1.0,0.0,74.28120011720083,1.0,137.0,177.0
184,51.5052551,-0.1168897999999999,0.0,0.0,0.0,0.0,1.0,0.0,69.90058572455365,1.0,137.0,726.0
185,51.5052551,-0.1168897999999999,0.0,0.0,0.0,0.0,1.0,0.0,60.74594091206434,1.0,137.0,847.0
186,51.5052551,-0.1168897999999999,0.0,0.0,0.0,0.0,1.0,0.0,51.91065521607233,1.0,137.0,1642.0
187,51.5052551,-0.1168897999999999,0.0,0.0,0.0,0.0,1.0,0.0,99.94996749932912,1.0,137.0,1722.0
188,51.5234154,-0.1261449,0.0,0.0,0.0,1.0,0.0,0.0,46.88512545818482,1.0,139.0,462.0
189,51.5234154,-0.1261449,0.0,0.0,0.0,0.0,1.0,0.0,93.39164378689036,1.0,139.0,1911.0
190,51.5234154,-0.1261449,0.0,0.0,0.0,1.0,0.0,0.0,66.6247811213509,1.0,139.0,1986.0
191,51.5234154,-0.1261449,0.0,0.0,0.0,0.0,1.0,0.0,39.64725149036128,1.0,139.0,3991.0
192,51.5181387,-0.1255736999999999,0.0,0.0,0.0,0.0,1.0,0.0,88.65868933749319,1.0,140.0,3922.0
193,51.5181387,-0.1255736999999999,0.0,0.0,0.0,0.0,1.0,0.0,83.55725703232689,1.0,140.0,5812.0
194,51.50108931376486,-0.194621086120605,0.0,0.0,0.0,0.0,1.0,0.0,84.98509687579053,1.0,141.0,4631.0
195,51.50108931376486,-0.194621086120605,0.0,0.0,0.0,0.0,1.0,0.0,29.740871107934463,1.0,141.0,4632.0
196,51.512195,-0.175331,0.0,0.0,0.0,0.0,1.0,0.0,28.10799429923804,1.0,142.0,907.0
197,51.512195,-0.175331,0.0,0.0,0.0,0.0,1.0,0.0,44.023623769894606,1.0,142.0,3783.0
198,51.512195,-0.175331,0.0,0.0,0.0,0.0,1.0,0.0,81.81013730471852,1.0,142.0,4388.0
199,51.512195,-0.175331,0.0,0.0,0.0,0.0,1.0,0.0,76.6292478722351,1.0,142.0,4389.0
